report_date,section,sentiment_finbert,sentiment_gpt,source_file,base_sentiment,section_clean
2022-04-30,Balance of Supply and Demand,-0.558601,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-0.558601,demand
2022-04-30,Product Markets and Refining Operations,0.002604854,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,0.002604854,price_outlook
2022-04-30,World Oil Supply,-0.0005114808,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-0.0005114808,supply
2022-04-30,World Oil Demand,-0.00017661348,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-0.00017661348,demand
2022-04-30,hybrid,,-0.4,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_comparison_scores_gpt.csv,-0.4,overall
2022-04-30,Balance of Supply and Demand,-0.91171855,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,-0.91171855,demand
2022-04-30,World Oil Demand,-0.20383993,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,-0.20383993,demand
2022-04-30,Product Markets and Refining Operations,0.25543085,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.25543085,price_outlook
2022-04-30,World Oil Supply,0.24202697,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.24202697,supply
2022-05-31,Product Markets and Refining Operations,0.32756835,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.32756835,price_outlook
2022-05-31,hybrid,,-0.6,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_comparison_scores_gpt.csv,-0.6,overall
2022-05-31,World Oil Demand,-0.33323014,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,-0.33323014,demand
2022-05-31,Balance of Supply and Demand,-0.9940189,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-0.9940189,demand
2022-05-31,World Oil Demand,-4.116107e-05,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-4.116107e-05,demand
2022-05-31,World Oil Supply,0.99979335,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,0.99979335,supply
2022-05-31,Product Markets and Refining Operations,0.006255872,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,0.006255872,price_outlook
2022-05-31,Balance of Supply and Demand,-0.9988016,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,-0.9988016,demand
2022-05-31,World Oil Supply,0.15639584,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.15639584,supply
2022-06-30,hybrid,,-0.6,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_comparison_scores_gpt.csv,-0.6,overall
2022-06-30,Product Markets and Refining Operations,0.49467215,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.49467215,price_outlook
2022-06-30,Balance of Supply and Demand,-0.99951905,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,-0.99951905,demand
2022-06-30,World Oil Demand,-0.1999347,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,-0.1999347,demand
2022-06-30,World Oil Demand,2.4291449e-08,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,2.4291449e-08,demand
2022-06-30,World Oil Supply,0.9933112,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,0.9933112,supply
2022-06-30,Product Markets and Refining Operations,2.3150793e-08,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,2.3150793e-08,price_outlook
2022-06-30,Balance of Supply and Demand,-0.99760586,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-0.99760586,demand
2022-06-30,World Oil Supply,0.2524421,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.2524421,supply
2022-07-31,World Oil Demand,-6.867533e-08,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-6.867533e-08,demand
2022-07-31,Product Markets and Refining Operations,0.0010912744,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,0.0010912744,price_outlook
2022-07-31,Balance of Supply and Demand,-0.034145124,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-0.034145124,demand
2022-07-31,World Oil Supply,-7.414229e-05,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-7.414229e-05,supply
2022-07-31,World Oil Demand,-6.867533e-08,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,-6.867533e-08,demand
2022-07-31,World Oil Supply,0.28320673,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.28320673,supply
2022-07-31,Balance of Supply and Demand,-0.8068277,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,-0.8068277,demand
2022-07-31,hybrid,,0.6,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_comparison_scores_gpt.csv,0.6,overall
2022-07-31,Product Markets and Refining Operations,0.5568404,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.5568404,price_outlook
2022-08-31,World Oil Supply,0.2616489,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.2616489,supply
2022-08-31,World Oil Demand,-0.16666177,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,-0.16666177,demand
2022-08-31,hybrid,,0.7,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_comparison_scores_gpt.csv,0.7,overall
2022-08-31,Product Markets and Refining Operations,0.51667804,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.51667804,price_outlook
2022-08-31,Product Markets and Refining Operations,0.9999983,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,0.9999983,price_outlook
2022-08-31,Balance of Supply and Demand,-0.32322606,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-0.32322606,demand
2022-08-31,World Oil Demand,-3.8252688e-07,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-3.8252688e-07,demand
2022-08-31,World Oil Supply,-4.9484544e-05,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-4.9484544e-05,supply
2022-08-31,Balance of Supply and Demand,-0.8646368,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,-0.8646368,demand
2022-09-30,Balance of Supply and Demand,-0.99994916,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,-0.99994916,demand
2022-09-30,World Oil Supply,0.24795935,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.24795935,supply
2022-09-30,Product Markets and Refining Operations,0.69663286,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.69663286,price_outlook
2022-09-30,World Oil Supply,-0.0009082337,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-0.0009082337,supply
2022-09-30,hybrid,,0.6,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_comparison_scores_gpt.csv,0.6,overall
2022-09-30,Balance of Supply and Demand,-0.99975723,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-0.99975723,demand
2022-09-30,Product Markets and Refining Operations,0.99999595,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,0.99999595,price_outlook
2022-09-30,World Oil Demand,0.003994664,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.003994664,demand
2022-09-30,World Oil Demand,-3.2282095e-08,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-3.2282095e-08,demand
2022-10-31,World Oil Supply,0.1659526,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.1659526,supply
2022-10-31,Product Markets and Refining Operations,0.2186363,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.2186363,price_outlook
2022-10-31,Balance of Supply and Demand,-0.71624184,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,-0.71624184,demand
2022-10-31,hybrid,,0.6,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_comparison_scores_gpt.csv,0.6,overall
2022-10-31,World Oil Demand,-3.3181612e-07,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,-3.3181612e-07,demand
2022-10-31,Product Markets and Refining Operations,0.09431496,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,0.09431496,price_outlook
2022-10-31,World Oil Supply,-0.0016342617,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-0.0016342617,supply
2022-10-31,World Oil Demand,-1.3026178e-07,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-1.3026178e-07,demand
2022-10-31,Balance of Supply and Demand,0.41877997,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,0.41877997,demand
2022-11-30,Balance of Supply and Demand,-0.6717846,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,-0.6717846,demand
2022-11-30,hybrid,,0.3,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_comparison_scores_gpt.csv,0.3,overall
2022-11-30,Product Markets and Refining Operations,0.28439873,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.28439873,price_outlook
2022-11-30,World Oil Supply,0.13847427,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.13847427,supply
2022-11-30,World Oil Demand,-1.1945953e-06,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,-1.1945953e-06,demand
2022-11-30,World Oil Supply,-0.0012323699,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-0.0012323699,supply
2022-11-30,Product Markets and Refining Operations,6.7789597e-06,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,6.7789597e-06,price_outlook
2022-11-30,Balance of Supply and Demand,0.641067,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,0.641067,demand
2022-11-30,World Oil Demand,-4.2145103e-07,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-4.2145103e-07,demand
2022-12-31,World Oil Demand,-1.9915612e-07,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-1.9915612e-07,demand
2022-12-31,Product Markets and Refining Operations,1.2101023e-07,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,1.2101023e-07,price_outlook
2022-12-31,Balance of Supply and Demand,-0.99917656,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-0.99917656,demand
2022-12-31,hybrid,,0.4,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_comparison_scores_gpt.csv,0.4,overall
2022-12-31,World Oil Supply,-0.00083835726,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-0.00083835726,supply
2022-12-31,World Oil Demand,-1.1164293e-07,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,-1.1164293e-07,demand
2022-12-31,World Oil Supply,0.08889433,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.08889433,supply
2022-12-31,Product Markets and Refining Operations,0.49646974,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.49646974,price_outlook
2022-12-31,Balance of Supply and Demand,-0.9998306,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,-0.9998306,demand
2023-01-31,hybrid,,0.4,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_comparison_scores_gpt.csv,0.4,overall
2023-01-31,Balance of Supply and Demand,-0.89413226,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,-0.89413226,demand
2023-01-31,Product Markets and Refining Operations,0.5844899,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.5844899,price_outlook
2023-01-31,World Oil Supply,0.10871721,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.10871721,supply
2023-01-31,Balance of Supply and Demand,-0.4706698,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-0.4706698,demand
2023-01-31,Product Markets and Refining Operations,0.9999985,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,0.9999985,price_outlook
2023-01-31,World Oil Supply,-0.0005505436,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-0.0005505436,supply
2023-01-31,World Oil Demand,-2.596009e-06,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-2.596009e-06,demand
2023-01-31,World Oil Demand,-0.14281528,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,-0.14281528,demand
2023-02-28,World Oil Demand,-7.982515e-07,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-7.982515e-07,demand
2023-02-28,World Oil Demand,-0.47563508,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,-0.47563508,demand
2023-02-28,World Oil Supply,0.10366496,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.10366496,supply
2023-02-28,Product Markets and Refining Operations,0.56748134,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.56748134,price_outlook
2023-02-28,Balance of Supply and Demand,-0.8103695,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,-0.8103695,demand
2023-02-28,World Oil Supply,-0.00085979473,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-0.00085979473,supply
2023-02-28,Product Markets and Refining Operations,1.2762793e-08,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,1.2762793e-08,price_outlook
2023-02-28,hybrid,,0.3,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_comparison_scores_gpt.csv,0.3,overall
2023-02-28,Balance of Supply and Demand,-0.051855784,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-0.051855784,demand
2023-03-31,hybrid,,-0.4,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_comparison_scores_gpt.csv,-0.4,overall
2023-03-31,Product Markets and Refining Operations,0.9993392,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,0.9993392,price_outlook
2023-03-31,World Oil Demand,-0.24973461,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,-0.24973461,demand
2023-03-31,World Oil Supply,-0.0010124759,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-0.0010124759,supply
2023-03-31,World Oil Demand,-8.1154385e-06,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-8.1154385e-06,demand
2023-03-31,Balance of Supply and Demand,-0.92534566,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-0.92534566,demand
2023-03-31,World Oil Supply,0.08086328,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.08086328,supply
2023-03-31,Product Markets and Refining Operations,0.67533016,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.67533016,price_outlook
2023-03-31,Balance of Supply and Demand,-0.98506576,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,-0.98506576,demand
2023-04-30,hybrid,,0.4,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_comparison_scores_gpt.csv,0.4,overall
2023-04-30,World Oil Demand,-0.24999967,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,-0.24999967,demand
2023-04-30,World Oil Supply,0.03856742,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.03856742,supply
2023-04-30,Product Markets and Refining Operations,0.34613734,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.34613734,price_outlook
2023-04-30,Balance of Supply and Demand,-0.997908,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,-0.997908,demand
2023-04-30,Balance of Supply and Demand,-0.98955345,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-0.98955345,demand
2023-04-30,Product Markets and Refining Operations,0.0004034435,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,0.0004034435,price_outlook
2023-04-30,World Oil Supply,0.90579194,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,0.90579194,supply
2023-04-30,World Oil Demand,-1.5251092e-07,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-1.5251092e-07,demand
2023-06-30,World Oil Demand,-0.33321628,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,-0.33321628,demand
2023-06-30,Balance of Supply and Demand,-0.89553547,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,-0.89553547,demand
2023-06-30,Product Markets and Refining Operations,0.17505045,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.17505045,price_outlook
2023-06-30,World Oil Supply,0.10063068,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.10063068,supply
2023-06-30,World Oil Demand,-0.33321628,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,-0.33321628,demand
2023-06-30,Balance of Supply and Demand,-0.89553547,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,-0.89553547,demand
2023-06-30,Product Markets and Refining Operations,0.17505045,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.17505045,price_outlook
2023-06-30,hybrid,,0.6,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_comparison_scores_gpt.csv,0.6,overall
2023-06-30,World Oil Supply,-0.46360493,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-0.46360493,supply
2023-06-30,World Oil Supply,0.10063068,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.10063068,supply
2023-06-30,Product Markets and Refining Operations,3.931066e-05,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,3.931066e-05,price_outlook
2023-06-30,World Oil Demand,1.3146746e-08,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,1.3146746e-08,demand
2023-06-30,World Oil Supply,-0.46360493,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-0.46360493,supply
2023-06-30,Product Markets and Refining Operations,3.931066e-05,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,3.931066e-05,price_outlook
2023-06-30,Balance of Supply and Demand,-0.9951474,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-0.9951474,demand
2023-06-30,World Oil Demand,1.3146746e-08,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,1.3146746e-08,demand
2023-06-30,Balance of Supply and Demand,-0.9951474,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-0.9951474,demand
2023-07-31,Balance of Supply and Demand,-0.7565155,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,-0.7565155,demand
2023-07-31,Product Markets and Refining Operations,0.50440085,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.50440085,price_outlook
2023-07-31,World Oil Supply,0.058595825,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.058595825,supply
2023-07-31,Balance of Supply and Demand,-0.026068663,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-0.026068663,demand
2023-07-31,Product Markets and Refining Operations,4.2758703e-08,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,4.2758703e-08,price_outlook
2023-07-31,World Oil Supply,-0.02721447,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-0.02721447,supply
2023-07-31,World Oil Demand,-1.8166915e-06,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-1.8166915e-06,demand
2023-07-31,hybrid,,0.6,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_comparison_scores_gpt.csv,0.6,overall
2023-07-31,World Oil Demand,-0.20005178,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,-0.20005178,demand
2023-08-31,World Oil Demand,-0.39513212,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,-0.39513212,demand
2023-08-31,Product Markets and Refining Operations,0.65587497,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.65587497,price_outlook
2023-08-31,Balance of Supply and Demand,-0.5295032,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,-0.5295032,demand
2023-08-31,hybrid,,0.4,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_comparison_scores_gpt.csv,0.4,overall
2023-08-31,World Oil Supply,0.1663313,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.1663313,supply
2023-08-31,World Oil Demand,-1.2379559e-08,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-1.2379559e-08,demand
2023-08-31,World Oil Supply,-0.21866977,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-0.21866977,supply
2023-08-31,Product Markets and Refining Operations,5.2655114e-10,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,5.2655114e-10,price_outlook
2023-08-31,Balance of Supply and Demand,0.8819824,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,0.8819824,demand
2023-09-30,World Oil Supply,0.11468396,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.11468396,supply
2023-09-30,Product Markets and Refining Operations,0.16688079,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.16688079,price_outlook
2023-09-30,Balance of Supply and Demand,-0.85521156,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,-0.85521156,demand
2023-09-30,Balance of Supply and Demand,-0.42085275,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-0.42085275,demand
2023-09-30,Product Markets and Refining Operations,1.3415755e-08,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,1.3415755e-08,price_outlook
2023-09-30,World Oil Supply,-0.27226907,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-0.27226907,supply
2023-09-30,World Oil Demand,-0.24941213,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,-0.24941213,demand
2023-09-30,hybrid,,0.3,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_comparison_scores_gpt.csv,0.3,overall
2023-09-30,World Oil Demand,1.2532223e-07,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,1.2532223e-07,demand
2023-10-31,World Oil Demand,0.16667555,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,0.16667555,demand
2023-10-31,hybrid,,-0.4,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_comparison_scores_gpt.csv,-0.4,overall
2023-10-31,World Oil Supply,-0.092482865,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-0.092482865,supply
2023-10-31,Product Markets and Refining Operations,0.9999964,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,0.9999964,price_outlook
2023-10-31,Balance of Supply and Demand,-0.7495014,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-0.7495014,demand
2023-10-31,World Oil Demand,0.054751456,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.054751456,demand
2023-10-31,World Oil Supply,0.14456429,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.14456429,supply
2023-10-31,Product Markets and Refining Operations,0.6173879,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.6173879,price_outlook
2023-10-31,Balance of Supply and Demand,-0.9373741,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,-0.9373741,demand
2023-11-30,hybrid,,0.6,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_comparison_scores_gpt.csv,0.6,overall
2023-11-30,Product Markets and Refining Operations,0.7085792,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert_chunked.csv,0.7085792,price_outlook
2023-11-30,Balance of Supply and Demand,-0.9998602,,c:\PythonProjects\LLM-polypropylene\data\reports\energy\opec\opec_features_finbert.csv,-0.9998602,demand
